Index,Name,ICD-10 Chapter,ICD-10 Chapter (short),Colour,"AUC Female, (no gap)","AUC Male, (no gap)","AUC Female, (1 year gap)","AUC Male, (1 year gap)","N tokens, training","N tokens, validation"
444,H32 Chorioretinal disorders in diseases classified elsewhere,VII. Diseases of the eye and adnexa,VII. Eye Diseases,#aec7e8,0.970105811671642,0.650870433945119,0.523144518015969,0.547474724037584,11,4
445,H33 Retinal detachments and breaks,VII. Diseases of the eye and adnexa,VII. Eye Diseases,#aec7e8,0.638295931401831,0.648413455748839,0.598251453416815,0.594291927931977,5727,1419
446,H34 Retinal vascular occlusions,VII. Diseases of the eye and adnexa,VII. Eye Diseases,#aec7e8,0.659995176426423,0.640787615020404,0.60565391661734,0.628127347378709,1868,464
447,H35 Other retinal disorders,VII. Diseases of the eye and adnexa,VII. Eye Diseases,#aec7e8,0.666969248157108,0.69797958327729,0.638269110557072,0.645854048978062,12059,2986
448,H36 Retinal disorders in diseases classified elsewhere,VII. Diseases of the eye and adnexa,VII. Eye Diseases,#aec7e8,0.928309477594133,0.934046246850591,0.929582878774719,0.913904893865372,3475,790
449,H40 Glaucoma,VII. Diseases of the eye and adnexa,VII. Eye Diseases,#aec7e8,0.580021544049291,0.59830603813386,0.558317433926402,0.575168301664289,14228,3651
450,H42 Glaucoma in diseases classified elsewhere,VII. Diseases of the eye and adnexa,VII. Eye Diseases,#aec7e8,,0.331596312170454,,0.33178274678387,5,2
451,H43 Disorders of vitreous body,VII. Diseases of the eye and adnexa,VII. Eye Diseases,#aec7e8,0.725755583387747,0.730178847093112,0.6843767297635,0.682511703823668,8830,2233
452,H44 Disorders of globe,VII. Diseases of the eye and adnexa,VII. Eye Diseases,#aec7e8,0.81770352948767,0.753411395182837,0.763823509639319,0.620041236617378,1667,413
453,H45 Disorders of vitreous body and globe in diseases classified elsewhere,VII. Diseases of the eye and adnexa,VII. Eye Diseases,#aec7e8,,,,,22,0
454,H46 Optic neuritis,VII. Diseases of the eye and adnexa,VII. Eye Diseases,#aec7e8,0.730113985095372,0.667167674696945,0.583273676496731,0.677034129268499,416,107
455,H47 Other disorders of optic [2nd] nerve and visual pathways,VII. Diseases of the eye and adnexa,VII. Eye Diseases,#aec7e8,0.761399825500532,0.703989774820434,0.698008567185794,0.629167884352395,1180,297
456,H48 Disorders of optic [2nd] nerve and visual pathways in diseases classified elsewhere,VII. Diseases of the eye and adnexa,VII. Eye Diseases,#aec7e8,,,,,12,2
457,H49 Paralytic strabismus,VII. Diseases of the eye and adnexa,VII. Eye Diseases,#aec7e8,0.746608858254818,0.761247268126842,0.670233782706331,0.636321978210654,648,153
458,H50 Other strabismus,VII. Diseases of the eye and adnexa,VII. Eye Diseases,#aec7e8,0.640983399019321,0.661490897703223,0.63992233083092,0.633352542245537,2040,528
459,H51 Other disorders of binocular movement,VII. Diseases of the eye and adnexa,VII. Eye Diseases,#aec7e8,0.74685407660386,0.718983745885608,0.796544781354748,0.66213087751634,195,48
460,H52 Disorders of refraction and accommodation,VII. Diseases of the eye and adnexa,VII. Eye Diseases,#aec7e8,0.717454629068282,0.719543564799832,0.641225135685067,0.654105743404217,7303,1845
461,H53 Visual disturbances,VII. Diseases of the eye and adnexa,VII. Eye Diseases,#aec7e8,0.708135921219852,0.727243814944504,0.672108358117112,0.673741095523665,10022,2498
462,H54 Blindness and low vision,VII. Diseases of the eye and adnexa,VII. Eye Diseases,#aec7e8,0.79226564952196,0.77549060145421,0.757816531356999,0.75166982286359,2863,734
463,H55 Nystagmus and other irregular eye movements,VII. Diseases of the eye and adnexa,VII. Eye Diseases,#aec7e8,0.676776405033912,0.661765197910946,0.642808206613425,0.660853754895814,502,127
464,H57 Other disorders of eye and adnexa,VII. Diseases of the eye and adnexa,VII. Eye Diseases,#aec7e8,0.824176028387942,0.803099212998458,0.777902699090792,0.759685513746969,6531,1557
465,H58 Other disorders of eye and adnexa in diseases classified elsewhere,VII. Diseases of the eye and adnexa,VII. Eye Diseases,#aec7e8,0.86236507267571,0.687768952357906,0.868603657022619,0.612836093737879,153,47
466,"H59 Postprocedural disorders of eye and adnexa, not elsewhere classified",VII. Diseases of the eye and adnexa,VII. Eye Diseases,#aec7e8,0.879625074515268,0.905543981547435,0.812996028438137,0.797656314676805,400,91
467,H60 Otitis externa,VIII. Diseases of the ear and mastoid process,VIII. Ear Diseases,#dbdb8d,0.820160787062212,0.831042641169319,0.735260455342655,0.79312849254254,17705,4392
468,H61 Other disorders of external ear,VIII. Diseases of the ear and mastoid process,VIII. Ear Diseases,#dbdb8d,0.813177710539104,0.793483576002495,0.778719113776697,0.762488606339561,24007,6077
469,H62 Disorders of external ear in diseases classified elsewhere,VIII. Diseases of the ear and mastoid process,VIII. Ear Diseases,#dbdb8d,0.37067817417001,0.555871303395246,0.38329625135285,0.33965842345365,45,14
470,H65 Nonsuppurative otitis media,VIII. Diseases of the ear and mastoid process,VIII. Ear Diseases,#dbdb8d,0.806513034569775,0.783327244427454,0.764278291575533,0.73826428188001,4778,1259
471,H66 Suppurative and unspecified otitis media,VIII. Diseases of the ear and mastoid process,VIII. Ear Diseases,#dbdb8d,0.78794698788251,0.843220382875018,0.738256044983482,0.820506328909218,8175,2075
472,H67 Otitis media in diseases classified elsewhere,VIII. Diseases of the ear and mastoid process,VIII. Ear Diseases,#dbdb8d,,,,,11,1
473,H68 Eustachian salpingitis and obstruction,VIII. Diseases of the ear and mastoid process,VIII. Ear Diseases,#dbdb8d,0.882328854931228,0.868248749465897,0.868289518295435,0.823764360631666,1999,498
474,H69 Other disorders of eustachian tube,VIII. Diseases of the ear and mastoid process,VIII. Ear Diseases,#dbdb8d,0.829700671491321,0.850972092846982,0.832770958890631,0.830460254001465,2162,543
475,H70 Mastoiditis and related conditions,VIII. Diseases of the ear and mastoid process,VIII. Ear Diseases,#dbdb8d,0.680602592225972,0.685774550274611,0.645430061370465,0.660969093752532,230,54
476,H71 Cholesteatoma of middle ear,VIII. Diseases of the ear and mastoid process,VIII. Ear Diseases,#dbdb8d,0.71584865921332,0.758382684010551,0.618015787039718,0.715635653256865,567,154
477,H72 Perforation of tympanic membrane,VIII. Diseases of the ear and mastoid process,VIII. Ear Diseases,#dbdb8d,0.663993208769132,0.743862949300102,0.611290607887115,0.66929862716279,1759,427
478,H73 Other disorders of tympanic membrane,VIII. Diseases of the ear and mastoid process,VIII. Ear Diseases,#dbdb8d,0.70754834695748,0.776330178098874,0.633231229230506,0.742296229346592,608,160
479,H74 Other disorders of middle ear and mastoid,VIII. Diseases of the ear and mastoid process,VIII. Ear Diseases,#dbdb8d,0.654924518090598,0.746047652257353,0.658491728262811,0.637978869876561,746,199
480,H75 Other disorders of middle ear and mastoid in diseases classified elsewhere,VIII. Diseases of the ear and mastoid process,VIII. Ear Diseases,#dbdb8d,,,,,3,0
481,H80 Otosclerosis,VIII. Diseases of the ear and mastoid process,VIII. Ear Diseases,#dbdb8d,0.640777488784501,0.62676736069452,0.547169840368377,0.532995119986399,864,228
482,H81 Disorders of vestibular function,VIII. Diseases of the ear and mastoid process,VIII. Ear Diseases,#dbdb8d,0.761621805527205,0.703484301826757,0.738658998405849,0.673583538600698,10046,2554
483,H82 Vertiginous syndromes in diseases classified elsewhere,VIII. Diseases of the ear and mastoid process,VIII. Ear Diseases,#dbdb8d,,,,,2,0
484,H83 Other diseases of inner ear,VIII. Diseases of the ear and mastoid process,VIII. Ear Diseases,#dbdb8d,0.759143666129772,0.770017429172659,0.738279195568572,0.728326772006489,9702,2429
485,H90 Conductive and sensorineural hearing loss,VIII. Diseases of the ear and mastoid process,VIII. Ear Diseases,#dbdb8d,0.723581121142763,0.709995256458591,0.687800842319695,0.668320960749728,6487,1623
486,H91 Other hearing loss,VIII. Diseases of the ear and mastoid process,VIII. Ear Diseases,#dbdb8d,0.723264584904829,0.711638188990376,0.687082549066708,0.694573560505119,13543,3406
487,H92 Otalgia and effusion of ear,VIII. Diseases of the ear and mastoid process,VIII. Ear Diseases,#dbdb8d,0.851916938812576,0.846469296024809,0.814251807435551,0.838952834554129,13099,3247
488,"H93 Other disorders of ear, not elsewhere classified",VIII. Diseases of the ear and mastoid process,VIII. Ear Diseases,#dbdb8d,0.758969299249839,0.744764332829365,0.730034930413014,0.738979666040559,11509,2928
489,H94 Other disorders of ear in diseases classified elsewhere,VIII. Diseases of the ear and mastoid process,VIII. Ear Diseases,#dbdb8d,0.827248639879033,0.946288259762459,0.739628324621778,0.819315670651159,11,5
490,"H95 Postprocedural disorders of ear and mastoid process, not elsewhere classified",VIII. Diseases of the ear and mastoid process,VIII. Ear Diseases,#dbdb8d,0.857152385335181,0.851983177611506,0.664268562134098,0.759645099921316,138,31
491,I00 Rheumatic fever without mention of heart involvement,IX. Diseases of the circulatory system,IX. Circulatory Diseases,#d62728,0.796640725065053,0.94615324910929,0.774197342156358,0.960154009593953,1248,361
492,I01 Rheumatic fever with heart involvement,IX. Diseases of the circulatory system,IX. Circulatory Diseases,#d62728,0.995490735518636,0.96411263141286,0.996641024676834,0.647995616943099,24,6
493,I02 Rheumatic chorea,IX. Diseases of the circulatory system,IX. Circulatory Diseases,#d62728,,,,,23,2
494,I05 Rheumatic mitral valve diseases,IX. Diseases of the circulatory system,IX. Circulatory Diseases,#d62728,0.797942220755197,0.856091134925229,0.735035995836787,0.814333330617657,618,158
495,I06 Rheumatic aortic valve diseases,IX. Diseases of the circulatory system,IX. Circulatory Diseases,#d62728,0.948737782350556,0.906796760696116,0.930347104817435,0.843513655465742,84,18
496,I07 Rheumatic tricuspid valve diseases,IX. Diseases of the circulatory system,IX. Circulatory Diseases,#d62728,0.822242211427203,0.794815202199332,0.73846363515127,0.718596273215538,1119,322
497,I08 Multiple valve diseases,IX. Diseases of the circulatory system,IX. Circulatory Diseases,#d62728,0.829626341854733,0.838817364780975,0.74519444947331,0.755468283321292,4812,1219
498,I09 Other rheumatic heart diseases,IX. Diseases of the circulatory system,IX. Circulatory Diseases,#d62728,0.740919346696594,0.711959299646778,0.691149888059998,0.689057405550626,100,19
499,I10 Essential primary hypertension,IX. Diseases of the circulatory system,IX. Circulatory Diseases,#d62728,0.677730627068005,0.696663166479699,0.658491988557409,0.668331958891471,121843,30188
500,I11 Hypertensive heart disease,IX. Diseases of the circulatory system,IX. Circulatory Diseases,#d62728,0.77518083063368,0.799292824543936,0.728884643207969,0.75612068504612,543,147
501,I12 Hypertensive renal disease,IX. Diseases of the circulatory system,IX. Circulatory Diseases,#d62728,0.910279393842841,0.911690564171026,0.874838965101944,0.871004093391204,1770,415
502,I13 Hypertensive heart and renal disease,IX. Diseases of the circulatory system,IX. Circulatory Diseases,#d62728,0.766627001881829,0.981834712504296,0.720757717025996,0.904635673746866,87,26
503,I15 Secondary hypertension,IX. Diseases of the circulatory system,IX. Circulatory Diseases,#d62728,0.764685054209675,0.935122914753941,0.90958144298955,0.877614202946236,215,56
504,I20 Angina pectoris,IX. Diseases of the circulatory system,IX. Circulatory Diseases,#d62728,0.7361747383652,0.72627517875207,0.67645013554304,0.648258032538342,28130,6948
505,I21 Acute myocardial infarction,IX. Diseases of the circulatory system,IX. Circulatory Diseases,#d62728,0.682726526508106,0.617601505280656,0.630965435190986,0.568499584304754,17162,4271
506,I22 Subsequent myocardial infarction,IX. Diseases of the circulatory system,IX. Circulatory Diseases,#d62728,0.970425686109822,0.887509916065399,0.833896795098166,0.784127359091294,751,179
507,I23 Certain current complications following acute myocardial infarction,IX. Diseases of the circulatory system,IX. Circulatory Diseases,#d62728,0.967608466407281,0.824600761713318,0.693718628847728,0.691824671007174,70,19
508,I24 Other acute ischaemic heart diseases,IX. Diseases of the circulatory system,IX. Circulatory Diseases,#d62728,0.827235475248354,0.871612105297843,0.737192070264546,0.705323163488241,3436,895
509,I25 Chronic ischaemic heart disease,IX. Diseases of the circulatory system,IX. Circulatory Diseases,#d62728,0.827919865095692,0.819785910956538,0.742072082174356,0.702696666938125,37718,9240
510,I26 Pulmonary embolism,IX. Diseases of the circulatory system,IX. Circulatory Diseases,#d62728,0.726433245794797,0.693136804278584,0.636980787631661,0.60122724241589,8450,2093
511,I27 Other pulmonary heart diseases,IX. Diseases of the circulatory system,IX. Circulatory Diseases,#d62728,0.887172958175235,0.896351461491307,0.812567751757657,0.802118328742549,1941,499
512,I28 Other diseases of pulmonary vessels,IX. Diseases of the circulatory system,IX. Circulatory Diseases,#d62728,0.888059220530488,0.83420287670116,0.778658302786954,0.774386682909812,102,19
513,I30 Acute pericarditis,IX. Diseases of the circulatory system,IX. Circulatory Diseases,#d62728,0.725988772466138,0.725023331632265,0.601849594589688,0.528899709115701,513,149
514,I31 Other diseases of pericardium,IX. Diseases of the circulatory system,IX. Circulatory Diseases,#d62728,0.790903971326233,0.7843940765301,0.724383095219686,0.650396157170362,2375,606
515,I32 Pericarditis in diseases classified elsewhere,IX. Diseases of the circulatory system,IX. Circulatory Diseases,#d62728,,,,,13,2
516,I33 Acute and subacute endocarditis,IX. Diseases of the circulatory system,IX. Circulatory Diseases,#d62728,0.799893924153414,0.804895517382276,0.801471241982698,0.675394562332455,411,107
517,I34 Nonrheumatic mitral valve disorders,IX. Diseases of the circulatory system,IX. Circulatory Diseases,#d62728,0.739383284147456,0.768940304954598,0.677278900917208,0.682746790790045,5100,1259
518,I35 Nonrheumatic aortic valve disorders,IX. Diseases of the circulatory system,IX. Circulatory Diseases,#d62728,0.753340367933616,0.720615099239904,0.708510498258488,0.638420327205695,5592,1364
519,I36 Nonrheumatic tricuspid valve disorders,IX. Diseases of the circulatory system,IX. Circulatory Diseases,#d62728,0.759565929857381,0.888662473312743,0.757062304288912,0.809384249677541,340,102
520,I37 Pulmonary valve disorders,IX. Diseases of the circulatory system,IX. Circulatory Diseases,#d62728,0.825105453368527,0.851257594587776,0.793454420038651,0.773267495894413,427,135
521,"I38 Endocarditis, valve unspecified",IX. Diseases of the circulatory system,IX. Circulatory Diseases,#d62728,0.760124723331718,0.805849053870523,0.74009521126376,0.694816361594393,754,191
522,I39 Endocarditis and heart valve disorders in diseases classified elsewhere,IX. Diseases of the circulatory system,IX. Circulatory Diseases,#d62728,,,,,9,2
523,I40 Acute myocarditis,IX. Diseases of the circulatory system,IX. Circulatory Diseases,#d62728,0.72759761962839,0.757985114927883,0.540481752440109,0.677154131100326,60,30
524,I41 Myocarditis in diseases classified elsewhere,IX. Diseases of the circulatory system,IX. Circulatory Diseases,#d62728,,,,,8,2
525,I42 Cardiomyopathy,IX. Diseases of the circulatory system,IX. Circulatory Diseases,#d62728,0.742102945802496,0.812865910128632,0.664504560504784,0.704548995476017,2520,644
