index,name,count,ICD-10 Chapter,ICD-10 Chapter (short),color
1116,Q72 Reduction defects of lower limb,39.0,"XVII. Congenital malformations, deformations and chromosomal abnormalities",XVII. Congenital Abnormalities,#c5b0d5
1117,Q73 Reduction defects of unspecified limb,9.0,"XVII. Congenital malformations, deformations and chromosomal abnormalities",XVII. Congenital Abnormalities,#c5b0d5
1118,Q74 Other congenital malformations of limbs,210.0,"XVII. Congenital malformations, deformations and chromosomal abnormalities",XVII. Congenital Abnormalities,#c5b0d5
1119,Q75 Other congenital malformations of skull and face bones,33.0,"XVII. Congenital malformations, deformations and chromosomal abnormalities",XVII. Congenital Abnormalities,#c5b0d5
1120,Q76 Congenital malformations of spine and bony thorax,662.0,"XVII. Congenital malformations, deformations and chromosomal abnormalities",XVII. Congenital Abnormalities,#c5b0d5
1121,Q77 Osteochondrodysplasia with defects of growth of tubular bones and spine,31.0,"XVII. Congenital malformations, deformations and chromosomal abnormalities",XVII. Congenital Abnormalities,#c5b0d5
1122,Q78 Other osteochondrodysplasias,158.0,"XVII. Congenital malformations, deformations and chromosomal abnormalities",XVII. Congenital Abnormalities,#c5b0d5
1123,"Q79 Congenital malformations of musculoskeletal system, not elsewhere classified",250.0,"XVII. Congenital malformations, deformations and chromosomal abnormalities",XVII. Congenital Abnormalities,#c5b0d5
1124,Q80 Congenital ichthyosis,94.0,"XVII. Congenital malformations, deformations and chromosomal abnormalities",XVII. Congenital Abnormalities,#c5b0d5
1125,Q81 Epidermolysis bullosa,25.0,"XVII. Congenital malformations, deformations and chromosomal abnormalities",XVII. Congenital Abnormalities,#c5b0d5
1126,Q82 Other congenital malformations of skin,1305.0,"XVII. Congenital malformations, deformations and chromosomal abnormalities",XVII. Congenital Abnormalities,#c5b0d5
1127,Q83 Congenital malformations of breast,129.0,"XVII. Congenital malformations, deformations and chromosomal abnormalities",XVII. Congenital Abnormalities,#c5b0d5
1128,Q84 Other congenital malformations of integument,91.0,"XVII. Congenital malformations, deformations and chromosomal abnormalities",XVII. Congenital Abnormalities,#c5b0d5
1129,"Q85 Phakomatoses, not elsewhere classified",274.0,"XVII. Congenital malformations, deformations and chromosomal abnormalities",XVII. Congenital Abnormalities,#c5b0d5
1130,"Q86 Congenital malformation syndromes due to known exogenous causes, not elsewhere classified",2.0,"XVII. Congenital malformations, deformations and chromosomal abnormalities",XVII. Congenital Abnormalities,#c5b0d5
1131,Q87 Other specified congenital malformation syndromes affecting multiple systems,242.0,"XVII. Congenital malformations, deformations and chromosomal abnormalities",XVII. Congenital Abnormalities,#c5b0d5
1132,"Q89 Other congenital malformations, not elsewhere classified",310.0,"XVII. Congenital malformations, deformations and chromosomal abnormalities",XVII. Congenital Abnormalities,#c5b0d5
1133,Q90 Down's syndrome,37.0,"XVII. Congenital malformations, deformations and chromosomal abnormalities",XVII. Congenital Abnormalities,#c5b0d5
1134,Q91 Edwards' syndrome and patau's syndrome,11.0,"XVII. Congenital malformations, deformations and chromosomal abnormalities",XVII. Congenital Abnormalities,#c5b0d5
1135,"Q92 Other trisomies and partial trisomies of the autosomes, not elsewhere classified",17.0,"XVII. Congenital malformations, deformations and chromosomal abnormalities",XVII. Congenital Abnormalities,#c5b0d5
1136,"Q93 Monosomies and deletions from the autosomes, not elsewhere classified",13.0,"XVII. Congenital malformations, deformations and chromosomal abnormalities",XVII. Congenital Abnormalities,#c5b0d5
1137,"Q95 Balanced rearrangements and structural markers, not elsewhere classified",4.0,"XVII. Congenital malformations, deformations and chromosomal abnormalities",XVII. Congenital Abnormalities,#c5b0d5
1138,Q96 Turner's syndrome,43.0,"XVII. Congenital malformations, deformations and chromosomal abnormalities",XVII. Congenital Abnormalities,#c5b0d5
1139,"Q97 Other sex chromosome abnormalities, female phenotype, not elsewhere classified",8.0,"XVII. Congenital malformations, deformations and chromosomal abnormalities",XVII. Congenital Abnormalities,#c5b0d5
1140,"Q98 Other sex chromosome abnormalities, male phenotype, not elsewhere classified",59.0,"XVII. Congenital malformations, deformations and chromosomal abnormalities",XVII. Congenital Abnormalities,#c5b0d5
1141,"Q99 Other chromosome abnormalities, not elsewhere classified",50.0,"XVII. Congenital malformations, deformations and chromosomal abnormalities",XVII. Congenital Abnormalities,#c5b0d5
1142,CXX Unknown Cancer,5026.0,II. Neoplasms,II. Neoplasms,#ff7f0e
1143,C00 Malignant neoplasm of lip,29.0,II. Neoplasms,II. Neoplasms,#ff7f0e
1144,C01 Malignant neoplasm of base of tongue,98.0,II. Neoplasms,II. Neoplasms,#ff7f0e
1145,C02 Malignant neoplasm of other and unspecified parts of tongue,146.0,II. Neoplasms,II. Neoplasms,#ff7f0e
1146,C03 Malignant neoplasm of gum,34.0,II. Neoplasms,II. Neoplasms,#ff7f0e
1147,C04 Malignant neoplasm of floor of mouth,38.0,II. Neoplasms,II. Neoplasms,#ff7f0e
1148,C05 Malignant neoplasm of palate,45.0,II. Neoplasms,II. Neoplasms,#ff7f0e
1149,C06 Malignant neoplasm of other and unspecified parts of mouth,53.0,II. Neoplasms,II. Neoplasms,#ff7f0e
1150,C07 Malignant neoplasm of parotid gland,75.0,II. Neoplasms,II. Neoplasms,#ff7f0e
1151,C08 Malignant neoplasm of other and unspecified major salivary glands,17.0,II. Neoplasms,II. Neoplasms,#ff7f0e
1152,C09 Malignant neoplasm of tonsil,185.0,II. Neoplasms,II. Neoplasms,#ff7f0e
1153,C10 Malignant neoplasm of oropharynx,25.0,II. Neoplasms,II. Neoplasms,#ff7f0e
1154,C11 Malignant neoplasm of nasopharynx,25.0,II. Neoplasms,II. Neoplasms,#ff7f0e
1155,C12 Malignant neoplasm of pyriform sinus,12.0,II. Neoplasms,II. Neoplasms,#ff7f0e
1156,C13 Malignant neoplasm of hypopharynx,10.0,II. Neoplasms,II. Neoplasms,#ff7f0e
1157,"C14 Malignant neoplasm of other and ill-defined sites in the lip, oral cavity and pharynx",12.0,II. Neoplasms,II. Neoplasms,#ff7f0e
1158,C15 Malignant neoplasm of oesophagus,526.0,II. Neoplasms,II. Neoplasms,#ff7f0e
1159,C16 Malignant neoplasm of stomach,375.0,II. Neoplasms,II. Neoplasms,#ff7f0e
1160,C17 Malignant neoplasm of small intestine,128.0,II. Neoplasms,II. Neoplasms,#ff7f0e
1161,C18 Malignant neoplasm of colon,2580.0,II. Neoplasms,II. Neoplasms,#ff7f0e
1162,C19 Malignant neoplasm of rectosigmoid junction,318.0,II. Neoplasms,II. Neoplasms,#ff7f0e
1163,C20 Malignant neoplasm of rectum,1205.0,II. Neoplasms,II. Neoplasms,#ff7f0e
1164,C21 Malignant neoplasm of anus and anal canal,126.0,II. Neoplasms,II. Neoplasms,#ff7f0e
1165,C22 Malignant neoplasm of liver and intrahepatic bile ducts,248.0,II. Neoplasms,II. Neoplasms,#ff7f0e
1166,C23 Malignant neoplasm of gallbladder,64.0,II. Neoplasms,II. Neoplasms,#ff7f0e
1167,C24 Malignant neoplasm of other and unspecified parts of biliary tract,89.0,II. Neoplasms,II. Neoplasms,#ff7f0e
1168,C25 Malignant neoplasm of pancreas,493.0,II. Neoplasms,II. Neoplasms,#ff7f0e
1169,C26 Malignant neoplasm of other and ill-defined digestive organs,15.0,II. Neoplasms,II. Neoplasms,#ff7f0e
1170,C30 Malignant neoplasm of nasal cavity and middle ear,26.0,II. Neoplasms,II. Neoplasms,#ff7f0e
1171,C31 Malignant neoplasm of accessory sinuses,13.0,II. Neoplasms,II. Neoplasms,#ff7f0e
1172,C32 Malignant neoplasm of larynx,206.0,II. Neoplasms,II. Neoplasms,#ff7f0e
1173,C33 Malignant neoplasm of trachea,5.0,II. Neoplasms,II. Neoplasms,#ff7f0e
1174,C34 Malignant neoplasm of bronchus and lung,1778.0,II. Neoplasms,II. Neoplasms,#ff7f0e
1175,C37 Malignant neoplasm of thymus,22.0,II. Neoplasms,II. Neoplasms,#ff7f0e
1176,"C38 Malignant neoplasm of heart, mediastinum and pleura",11.0,II. Neoplasms,II. Neoplasms,#ff7f0e
1177,C39 Malignant neoplasm of other and ill-defined sites in the respiratory system and intrathoracic organs,2.0,II. Neoplasms,II. Neoplasms,#ff7f0e
1178,C40 Malignant neoplasm of bone and articular cartilage of limbs,28.0,II. Neoplasms,II. Neoplasms,#ff7f0e
1179,C41 Malignant neoplasm of bone and articular cartilage of other and unspecified sites,25.0,II. Neoplasms,II. Neoplasms,#ff7f0e
1180,C42 Hematopoietic and reticuloendothelial systems icd-o-3 specific,36.0,II. Neoplasms,II. Neoplasms,#ff7f0e
1181,C43 Malignant melanoma of skin,2413.0,II. Neoplasms,II. Neoplasms,#ff7f0e
1182,C44 Other malignant neoplasms of skin,16632.0,II. Neoplasms,II. Neoplasms,#ff7f0e
1183,C45 Mesothelioma,211.0,II. Neoplasms,II. Neoplasms,#ff7f0e
1184,C46 Kaposi's sarcoma,10.0,II. Neoplasms,II. Neoplasms,#ff7f0e
1185,C47 Malignant neoplasm of peripheral nerves and autonomic nervous system,15.0,II. Neoplasms,II. Neoplasms,#ff7f0e
1186,C48 Malignant neoplasm of retroperitoneum and peritoneum,96.0,II. Neoplasms,II. Neoplasms,#ff7f0e
1187,C49 Malignant neoplasm of other connective and soft tissue,224.0,II. Neoplasms,II. Neoplasms,#ff7f0e
1188,C50 Malignant neoplasm of breast,10691.0,II. Neoplasms,II. Neoplasms,#ff7f0e
1189,C51 Malignant neoplasm of vulva,87.0,II. Neoplasms,II. Neoplasms,#ff7f0e
1190,C52 Malignant neoplasm of vagina,17.0,II. Neoplasms,II. Neoplasms,#ff7f0e
1191,C53 Malignant neoplasm of cervix uteri,374.0,II. Neoplasms,II. Neoplasms,#ff7f0e
1192,C54 Malignant neoplasm of corpus uteri,1301.0,II. Neoplasms,II. Neoplasms,#ff7f0e
1193,"C55 Malignant neoplasm of uterus, part unspecified",30.0,II. Neoplasms,II. Neoplasms,#ff7f0e
1194,C56 Malignant neoplasm of ovary,885.0,II. Neoplasms,II. Neoplasms,#ff7f0e
1195,C57 Malignant neoplasm of other and unspecified female genital organs,61.0,II. Neoplasms,II. Neoplasms,#ff7f0e
1196,C58 Malignant neoplasm of placenta,8.0,II. Neoplasms,II. Neoplasms,#ff7f0e
1197,C60 Malignant neoplasm of penis,52.0,II. Neoplasms,II. Neoplasms,#ff7f0e
1198,C61 Malignant neoplasm of prostate,6873.0,II. Neoplasms,II. Neoplasms,#ff7f0e
1199,C62 Malignant neoplasm of testis,429.0,II. Neoplasms,II. Neoplasms,#ff7f0e
1200,C63 Malignant neoplasm of other and unspecified male genital organs,10.0,II. Neoplasms,II. Neoplasms,#ff7f0e
1201,"C64 Malignant neoplasm of kidney, except renal pelvis",885.0,II. Neoplasms,II. Neoplasms,#ff7f0e
1202,C65 Malignant neoplasm of renal pelvis,53.0,II. Neoplasms,II. Neoplasms,#ff7f0e
1203,C66 Malignant neoplasm of ureter,32.0,II. Neoplasms,II. Neoplasms,#ff7f0e
1204,C67 Malignant neoplasm of bladder,814.0,II. Neoplasms,II. Neoplasms,#ff7f0e
1205,C68 Malignant neoplasm of other and unspecified urinary organs,10.0,II. Neoplasms,II. Neoplasms,#ff7f0e
1206,C69 Malignant neoplasm of eye and adnexa,109.0,II. Neoplasms,II. Neoplasms,#ff7f0e
1207,C70 Malignant neoplasm of meninges,7.0,II. Neoplasms,II. Neoplasms,#ff7f0e
1208,C71 Malignant neoplasm of brain,447.0,II. Neoplasms,II. Neoplasms,#ff7f0e
1209,"C72 Malignant neoplasm of spinal cord, cranial nerves and other parts of central nervous system",18.0,II. Neoplasms,II. Neoplasms,#ff7f0e
1210,C73 Malignant neoplasm of thyroid gland,421.0,II. Neoplasms,II. Neoplasms,#ff7f0e
1211,C74 Malignant neoplasm of adrenal gland,22.0,II. Neoplasms,II. Neoplasms,#ff7f0e
1212,C75 Malignant neoplasm of other endocrine glands and related structures,16.0,II. Neoplasms,II. Neoplasms,#ff7f0e
1213,C76 Malignant neoplasm of other and ill-defined sites,33.0,II. Neoplasms,II. Neoplasms,#ff7f0e
1214,C77 Secondary and unspecified malignant neoplasm of lymph nodes,90.0,II. Neoplasms,II. Neoplasms,#ff7f0e
1215,C78 Secondary malignant neoplasm of respiratory and digestive organs,102.0,II. Neoplasms,II. Neoplasms,#ff7f0e
1216,C79 Secondary malignant neoplasm of other sites,47.0,II. Neoplasms,II. Neoplasms,#ff7f0e
1217,C80 Malignant neoplasm without specification of site,143.0,II. Neoplasms,II. Neoplasms,#ff7f0e
1218,C81 Hodgkin's disease,255.0,II. Neoplasms,II. Neoplasms,#ff7f0e
1219,C82 Follicular [nodular] non-hodgkin's lymphoma,387.0,II. Neoplasms,II. Neoplasms,#ff7f0e
1220,C83 Diffuse non-hodgkin's lymphoma,697.0,II. Neoplasms,II. Neoplasms,#ff7f0e
1221,C84 Peripheral and cutaneous t-cell lymphomas,133.0,II. Neoplasms,II. Neoplasms,#ff7f0e
1222,C85 Other and unspecified types of non-hodgkin's lymphoma,355.0,II. Neoplasms,II. Neoplasms,#ff7f0e
1223,C86 Other specified types of t/nk-cell lymphoma,1.0,II. Neoplasms,II. Neoplasms,#ff7f0e
1224,C88 Malignant immunoproliferative diseases,24.0,II. Neoplasms,II. Neoplasms,#ff7f0e
1225,C90 Multiple myeloma and malignant plasma cell neoplasms,471.0,II. Neoplasms,II. Neoplasms,#ff7f0e
1226,C91 Lymphoid leukaemia,517.0,II. Neoplasms,II. Neoplasms,#ff7f0e
1227,C92 Myeloid leukaemia,323.0,II. Neoplasms,II. Neoplasms,#ff7f0e
1228,C93 Monocytic leukaemia,9.0,II. Neoplasms,II. Neoplasms,#ff7f0e
1229,C94 Other leukaemias of specified cell type,4.0,II. Neoplasms,II. Neoplasms,#ff7f0e
1230,C95 Leukaemia of unspecified cell type,12.0,II. Neoplasms,II. Neoplasms,#ff7f0e
1231,"C96 Other and unspecified malignant neoplasms of lymphoid, haematopoietic and related tissue",30.0,II. Neoplasms,II. Neoplasms,#ff7f0e
1232,C97 Malignant neoplasms of independent primary multiple sites,1.0,II. Neoplasms,II. Neoplasms,#ff7f0e
1233,"D00 Carcinoma in situ of oral cavity, oesophagus and stomach",57.0,II. Neoplasms,II. Neoplasms,#ff7f0e
1234,D01 Carcinoma in situ of other and unspecified digestive organs,242.0,II. Neoplasms,II. Neoplasms,#ff7f0e
1235,D02 Carcinoma in situ of middle ear and respiratory system,48.0,II. Neoplasms,II. Neoplasms,#ff7f0e
1236,D03 Melanoma in situ,887.0,II. Neoplasms,II. Neoplasms,#ff7f0e
1237,D04 Carcinoma in situ of skin,843.0,II. Neoplasms,II. Neoplasms,#ff7f0e
1238,D05 Carcinoma in situ of breast,1788.0,II. Neoplasms,II. Neoplasms,#ff7f0e
1239,D06 Carcinoma in situ of cervix uteri,3053.0,II. Neoplasms,II. Neoplasms,#ff7f0e
1240,D07 Carcinoma in situ of other and unspecified genital organs,454.0,II. Neoplasms,II. Neoplasms,#ff7f0e
1241,D09 Carcinoma in situ of other and unspecified sites,544.0,II. Neoplasms,II. Neoplasms,#ff7f0e
1242,D10 Benign neoplasm of mouth and pharynx,,II. Neoplasms,II. Neoplasms,#ff7f0e
1243,D11 Benign neoplasm of major salivary glands,31.0,II. Neoplasms,II. Neoplasms,#ff7f0e
1244,"D12 Benign neoplasm of colon, rectum, anus and anal canal",1.0,II. Neoplasms,II. Neoplasms,#ff7f0e
1245,D13 Benign neoplasm of other and ill-defined parts of digestive system,1.0,II. Neoplasms,II. Neoplasms,#ff7f0e
1246,D15 Benign neoplasm of other and unspecified intrathoracic organs,3.0,II. Neoplasms,II. Neoplasms,#ff7f0e
1247,D16 Benign neoplasm of bone and articular cartilage,2.0,II. Neoplasms,II. Neoplasms,#ff7f0e
1248,"D18 Haemangioma and lymphangioma, any site",2.0,II. Neoplasms,II. Neoplasms,#ff7f0e
1249,D27 Benign neoplasm of ovary,3.0,II. Neoplasms,II. Neoplasms,#ff7f0e
1250,D30 Benign neoplasm of urinary organs,1.0,II. Neoplasms,II. Neoplasms,#ff7f0e
1251,D32 Benign neoplasm of meninges,341.0,II. Neoplasms,II. Neoplasms,#ff7f0e
1252,D33 Benign neoplasm of brain and other parts of central nervous system,184.0,II. Neoplasms,II. Neoplasms,#ff7f0e
1253,D34 Benign neoplasm of thyroid gland,1.0,II. Neoplasms,II. Neoplasms,#ff7f0e
1254,D35 Benign neoplasm of other and unspecified endocrine glands,194.0,II. Neoplasms,II. Neoplasms,#ff7f0e
1255,D36 Benign neoplasm of other and unspecified sites,2.0,II. Neoplasms,II. Neoplasms,#ff7f0e
1256,D37 Neoplasm of uncertain or unknown behaviour of oral cavity and digestive organs,293.0,II. Neoplasms,II. Neoplasms,#ff7f0e
1257,D38 Neoplasm of uncertain or unknown behaviour of middle ear and respiratory and intrathoracic organs,21.0,II. Neoplasms,II. Neoplasms,#ff7f0e
1258,D39 Neoplasm of uncertain or unknown behaviour of female genital organs,126.0,II. Neoplasms,II. Neoplasms,#ff7f0e
1259,D40 Neoplasm of uncertain or unknown behaviour of male genital organs,25.0,II. Neoplasms,II. Neoplasms,#ff7f0e
1260,D41 Neoplasm of uncertain or unknown behaviour of urinary organs,623.0,II. Neoplasms,II. Neoplasms,#ff7f0e
1261,D42 Neoplasm of uncertain or unknown behaviour of meninges,26.0,II. Neoplasms,II. Neoplasms,#ff7f0e
1262,D43 Neoplasm of uncertain or unknown behaviour of brain and central nervous system,53.0,II. Neoplasms,II. Neoplasms,#ff7f0e
1263,D44 Neoplasm of uncertain or unknown behaviour of endocrine glands,49.0,II. Neoplasms,II. Neoplasms,#ff7f0e
1264,D45 Polycythaemia vera,125.0,II. Neoplasms,II. Neoplasms,#ff7f0e
1265,D46 Myelodysplastic syndromes,105.0,II. Neoplasms,II. Neoplasms,#ff7f0e
1266,"D47 Other neoplasms of uncertain or unknown behaviour of lymphoid, haematopoietic and related tissue",308.0,II. Neoplasms,II. Neoplasms,#ff7f0e
1267,D48 Neoplasm of uncertain or unknown behaviour of other and unspecified sites,183.0,II. Neoplasms,II. Neoplasms,#ff7f0e
1268,O01 Hydatidiform mole38,26.0,"XV. Pregnancy, childbirth and the puerperium",XV. Pregnancy & Childbirth,#e377c2
1269,Death,24152.0,Death,Death,#000a35
